row_id,week_start,pilot_name,region,channel,store_cluster,stores,avg_temp_f,weather_index,units_sold,revenue,gross_margin_pct,repeat_rate,attach_rate,cannibalization_index,promo_spend,app_impressions,conversion_rate,customer_segment,ops_complexity_score,stockout_rate,nps
384,2025-10-13,Blood Orange Espresso Tonic,California,Mobile Order,california-5,58,71,0.429,4671,27792.45,0.747,0.216,0.106,0.163,11890,207176,0.0792,Gen Z afternoon,2.44,0.004,45
385,2025-07-14,Iced Ube Coconut Macchiato,Pacific Northwest,RTD Retail,pacific-northwest-7,79,65,0.404,2583,11597.67,0.673,0.215,0.184,0.258,19592,111627,0.0729,Seasonal trial seeker,4.27,0.037,38
386,2025-08-11,Spiced Mocha Cold Brew,Pacific Northwest,Delivery,pacific-northwest-4,54,71,0.422,2876,17112.2,0.785,0.271,0.166,0.254,8424,127332,0.0906,Rewards power user,4.56,0.065,42
387,2025-10-13,Citrus Green Tea,Southeast,Drive-thru,southeast-5,98,90,0.841,6292,37437.4,0.605,0.241,0.185,0.092,30968,159250,0.0826,Warm-weather commuter,2.23,0.082,55
388,2025-06-23,Vanilla Cream Cold Brew,West,Drive-thru,west-5,53,72,0.523,5165,30731.75,0.737,0.238,0.128,0.144,14999,76161,0.0843,Warm-weather commuter,4.05,0.105,46
389,2025-09-29,Cinder Orange Cold Brew Sim,Florida,RTD Retail,florida-8,200,70,0.413,13375,60053.75,0.685,0.235,0.209,0.159,40000,269400,0.0583,Cold coffee loyalist,2.67,0.036,47
390,2026-01-19,Blood Orange Espresso Tonic,Pacific Northwest,Mobile Order,pacific-northwest-4,93,61,0.35,5710,33974.5,0.586,0.178,0.118,0.092,9486,248310,0.0572,Morning commuter,2.52,0.06,36
391,2026-01-19,Pineapple Passionfruit Refresher,South,Mobile Order,south-2,135,70,0.384,8260,49147,0.676,0.171,0.202,0.163,27945,370845,0.0636,Rewards power user,3.31,0.052,36
392,2025-06-02,Summer Berry Refresher,Midwest,Mobile Order,midwest-1,169,73,0.524,8156,48528.2,0.746,0.206,0.181,0.208,24336,194688,0.0641,Warm-weather commuter,4.09,0.037,47
393,2025-11-10,Summer Berry Refresher,New York Metro,Delivery,new-york-metro-4,133,79,0.69,9399,55924.05,0.617,0.258,0.119,0.18,35511,545300,0.0904,Gen Z afternoon,4.27,0.108,54
394,2025-12-15,Cinder Orange Cold Brew Sim,Pacific Northwest,Delivery,pacific-northwest-5,56,66,0.379,4184,24894.8,0.712,0.237,0.084,0.304,11704,151312,0.0849,Rewards power user,2.47,0.039,54
395,2025-06-02,Cinder Orange Cold Brew Sim,Pacific Northwest,Delivery,pacific-northwest-4,57,76,0.505,5591,33266.45,0.641,0.282,0.168,0.14,9519,69426,0.0816,Cold coffee loyalist,3.37,0.08,47
396,2025-10-27,Spiced Mocha Cold Brew,New York Metro,Drive-thru,new-york-metro-4,70,66,0.37,4244,25251.8,0.676,0.217,0.205,0.098,6790,64260,0.0614,Seasonal trial seeker,4.98,0.096,46
397,2025-11-17,Pineapple Passionfruit Refresher,New York Metro,Mobile Order,new-york-metro-6,134,63,0.35,7987,47522.65,0.709,0.192,0.123,0.129,29480,173932,0.0523,Cold coffee loyalist,4.74,0.079,36
398,2025-06-23,Blood Orange Espresso Tonic,Midwest,RTD Retail,midwest-8,182,68,0.357,6705,30105.45,0.601,0.192,0.081,0.271,57148,266630,0.0809,Rewards power user,4.32,0.118,34
399,2025-11-10,Pineapple Passionfruit Refresher,New York Metro,RTD Retail,new-york-metro-3,160,76,0.621,5234,23500.66,0.639,0.229,0.185,0.094,32480,423040,0.0839,Cold coffee loyalist,3.96,0.048,51
400,2025-08-18,Vanilla Cream Cold Brew,Midwest,Mobile Order,midwest-2,37,81,0.722,2709,16118.55,0.714,0.272,0.228,0.259,7252,153661,0.0715,Morning commuter,1.47,0.045,59
401,2025-12-01,Vanilla Cream Cold Brew,Midwest,In-store,midwest-8,113,75,0.567,9372,55763.4,0.678,0.251,0.171,0.239,22487,288828,0.0786,Morning commuter,3.66,0.028,53
402,2025-09-08,Cinder Orange Cold Brew Sim,California,Delivery,california-3,217,57,0.35,16181,96276.95,0.607,0.213,0.087,0.313,68789,427273,0.054,Seasonal trial seeker,4.06,0.09,37
403,2025-05-26,Vanilla Cream Cold Brew,Midwest,In-store,midwest-1,52,97,0.943,4779,28435.05,0.637,0.348,0.109,0.127,11388,113256,0.1005,Warm-weather commuter,2.75,0.029,57
404,2025-11-10,Spiced Mocha Cold Brew,Northeast,Mobile Order,northeast-1,120,77,0.534,7334,43637.3,0.74,0.278,0.213,0.291,21480,285600,0.0776,Morning commuter,4.57,0.068,41
405,2025-12-15,Cinder Orange Cold Brew Sim,South,RTD Retail,south-3,198,73,0.575,11362,51015.38,0.658,0.284,0.097,0.216,19206,713196,0.0965,Morning commuter,4.22,0.072,49
406,2025-07-21,Summer Berry Refresher,Midwest,Drive-thru,midwest-2,153,63,0.393,6718,39972.1,0.79,0.188,0.067,0.198,16524,394434,0.0835,Gen Z afternoon,3.32,0.078,36
407,2025-07-28,Summer Berry Refresher,Florida,Drive-thru,florida-8,113,70,0.474,4861,28922.95,0.791,0.21,0.195,0.212,30510,238091,0.0848,Warm-weather commuter,1.96,0.047,43
408,2026-01-12,Vanilla Cream Cold Brew,Texas,Mobile Order,texas-3,65,96,0.899,5012,29821.4,0.709,0.309,0.112,0.1,12285,73905,0.0782,Seasonal trial seeker,1.88,0.087,61
409,2026-01-19,Iced Ube Coconut Macchiato,Northeast,RTD Retail,northeast-3,88,69,0.383,2605,11696.45,0.669,0.215,0.104,0.065,13552,99440,0.0769,Rewards power user,2.03,0.038,45
410,2025-11-03,Spiced Mocha Cold Brew,Northeast,Drive-thru,northeast-2,162,70,0.424,8205,48819.75,0.711,0.244,0.184,0.152,25758,331290,0.0769,Gen Z afternoon,4.5,0.122,47
411,2026-02-02,Iced Ube Coconut Macchiato,California,In-store,california-7,186,62,0.35,10914,64938.3,0.709,0.185,0.238,0.094,17856,524892,0.0706,Cold coffee loyalist,3.41,0.025,50
412,2025-12-08,Blood Orange Espresso Tonic,Midwest,Delivery,midwest-3,137,97,0.979,9790,58250.5,0.651,0.293,0.087,0.237,27400,219337,0.0912,Seasonal trial seeker,5.16,0.096,43
413,2025-05-26,Summer Berry Refresher,West,In-store,west-3,164,66,0.422,7844,46671.8,0.736,0.207,0.117,0.146,28372,369328,0.0546,Warm-weather commuter,2.07,0.016,41
414,2025-08-18,Blood Orange Espresso Tonic,Southeast,In-store,southeast-8,189,79,0.599,15443,91885.85,0.68,0.242,0.16,0.105,26838,654318,0.0751,Rewards power user,5.12,0.1,47
415,2025-08-18,Citrus Green Tea,South,Delivery,south-4,189,60,0.35,10136,60309.2,0.701,0.16,0.062,0.22,36666,747306,0.0543,Morning commuter,5.14,0.098,39
416,2025-06-23,Cinder Orange Cold Brew Sim,Southeast,In-store,southeast-5,175,61,0.35,11553,68740.35,0.692,0.236,0.118,0.12,33775,336700,0.0766,Rewards power user,1.71,0.089,49
417,2025-09-15,Citrus Green Tea,South,In-store,south-2,135,88,0.834,12151,72298.45,0.604,0.228,0.161,0.133,29160,430920,0.0665,Rewards power user,1.99,0.019,56
418,2025-10-20,Vanilla Cream Cold Brew,South,In-store,south-7,162,56,0.35,13612,80991.4,0.743,0.223,0.209,0.216,28512,673434,0.0568,Cold coffee loyalist,1.86,0.061,46
419,2025-12-01,Blood Orange Espresso Tonic,Pacific Northwest,Drive-thru,pacific-northwest-2,175,94,0.908,16518,98282.1,0.714,0.265,0.132,0.131,53725,186200,0.07,Seasonal trial seeker,5.12,0.115,50
420,2025-12-15,Blood Orange Espresso Tonic,South,Mobile Order,south-8,171,62,0.35,11128,66211.6,0.666,0.197,0.17,0.185,45144,495729,0.0559,Rewards power user,5.43,0.11,32
421,2025-06-23,Spiced Mocha Cold Brew,Florida,RTD Retail,florida-8,114,75,0.611,8051,36148.99,0.758,0.28,0.158,0.091,16758,152760,0.0877,Rewards power user,1.08,0.086,59
422,2025-12-01,Cinder Orange Cold Brew Sim,West,Mobile Order,west-7,36,63,0.35,3116,18540.2,0.611,0.25,0.143,0.3,4680,75456,0.0604,Rewards power user,2.93,0.056,52
423,2025-10-13,Blood Orange Espresso Tonic,Pacific Northwest,Delivery,pacific-northwest-4,190,76,0.559,14386,85596.7,0.737,0.21,0.076,0.167,54150,611230,0.0857,Morning commuter,3.38,0.039,41
424,2025-05-26,Iced Ube Coconut Macchiato,Pacific Northwest,Delivery,pacific-northwest-8,92,58,0.35,4907,29196.65,0.667,0.161,0.085,0.183,19964,234324,0.0706,Warm-weather commuter,1.68,0.016,46
425,2025-08-25,Spiced Mocha Cold Brew,West,In-store,west-6,61,70,0.479,4650,27667.5,0.638,0.253,0.11,0.235,5734,55998,0.067,Gen Z afternoon,3.12,0.044,47
426,2026-01-19,Cinder Orange Cold Brew Sim,South,Drive-thru,south-1,211,67,0.355,11096,66021.2,0.65,0.245,0.154,0.147,38613,582782,0.0788,Gen Z afternoon,2.36,0.062,53
427,2026-01-19,Spiced Mocha Cold Brew,New York Metro,In-store,new-york-metro-4,194,77,0.581,16007,95241.65,0.738,0.257,0.109,0.238,53156,573464,0.0613,Cold coffee loyalist,1.77,0.042,45
428,2025-08-18,Cinder Orange Cold Brew Sim,Texas,RTD Retail,texas-6,174,82,0.664,13187,59209.63,0.76,0.295,0.166,0.168,29406,388716,0.0933,Warm-weather commuter,2.07,0.088,59
429,2025-10-20,Spiced Mocha Cold Brew,Texas,Drive-thru,texas-1,81,82,0.739,8635,51378.25,0.644,0.302,0.178,0.241,10044,126684,0.0961,Gen Z afternoon,1.42,0.051,63
430,2025-07-28,Cinder Orange Cold Brew Sim,Northeast,RTD Retail,northeast-4,160,74,0.485,7997,35906.53,0.698,0.246,0.195,0.157,13920,346720,0.0773,Cold coffee loyalist,3.71,0.07,39
431,2025-11-10,Vanilla Cream Cold Brew,Midwest,Drive-thru,midwest-6,208,63,0.35,19648,116905.6,0.683,0.262,0.178,0.238,33488,646672,0.0888,Morning commuter,3.29,0.027,44
432,2025-08-11,Citrus Green Tea,New York Metro,Delivery,new-york-metro-1,202,62,0.357,9461,56292.95,0.757,0.213,0.16,0.258,58580,386830,0.071,Seasonal trial seeker,4.67,0.091,38
433,2025-11-03,Citrus Green Tea,South,In-store,south-4,51,85,0.759,4910,29214.5,0.696,0.266,0.2,0.227,10506,188955,0.0881,Seasonal trial seeker,1.83,0.029,45
434,2025-11-24,Pineapple Passionfruit Refresher,Midwest,Delivery,midwest-1,54,75,0.525,3112,18516.4,0.736,0.239,0.187,0.271,14040,165942,0.09,Morning commuter,4.26,0.099,44
435,2025-06-09,Blood Orange Espresso Tonic,Texas,Mobile Order,texas-3,178,70,0.448,13893,82663.35,0.621,0.186,0.213,0.191,45390,418834,0.0633,Morning commuter,5.65,0.117,33
436,2025-12-15,Blood Orange Espresso Tonic,South,Delivery,south-8,48,88,0.736,3027,18010.65,0.681,0.247,0.111,0.099,12000,94608,0.0928,Warm-weather commuter,3.01,0.055,42
437,2025-08-04,Blood Orange Espresso Tonic,South,Mobile Order,south-3,49,56,0.35,3409,20283.55,0.72,0.173,0.235,0.28,10584,126420,0.0515,Rewards power user,4.52,0.064,40
438,2025-08-18,Cinder Orange Cold Brew Sim,Pacific Northwest,Delivery,pacific-northwest-8,99,56,0.35,7313,43512.35,0.661,0.216,0.141,0.096,31185,226116,0.0603,Cold coffee loyalist,5.68,0.076,44
439,2025-06-30,Citrus Green Tea,Midwest,RTD Retail,midwest-1,133,61,0.35,7001,31434.49,0.657,0.191,0.175,0.164,30590,417487,0.0515,Gen Z afternoon,4.62,0.121,48
440,2026-01-26,Vanilla Cream Cold Brew,South,Drive-thru,south-3,90,80,0.575,8466,50372.7,0.773,0.29,0.113,0.242,9450,347580,0.0784,Morning commuter,4.26,0.051,56
441,2025-09-29,Pineapple Passionfruit Refresher,West,In-store,west-6,184,70,0.491,6930,41233.5,0.701,0.224,0.217,0.119,24288,349600,0.063,Cold coffee loyalist,1.93,0.022,49
442,2025-12-22,Iced Ube Coconut Macchiato,Florida,Drive-thru,florida-3,98,77,0.624,7587,45142.65,0.754,0.205,0.204,0.129,10976,243432,0.0704,Rewards power user,2.97,0.04,40
443,2025-08-11,Iced Ube Coconut Macchiato,Pacific Northwest,Mobile Order,pacific-northwest-8,113,93,0.887,8426,50134.7,0.788,0.254,0.203,0.244,12317,323745,0.0913,Morning commuter,2.86,0.063,54
444,2026-01-26,Blood Orange Espresso Tonic,Midwest,Delivery,midwest-2,47,59,0.35,2811,16725.45,0.72,0.178,0.128,0.277,8977,52593,0.0695,Cold coffee loyalist,5.4,0.078,39
445,2025-09-22,Pineapple Passionfruit Refresher,Midwest,RTD Retail,midwest-7,77,56,0.35,2335,10484.15,0.75,0.183,0.13,0.156,7931,226611,0.0632,Rewards power user,2.41,0.036,48
446,2025-12-29,Blood Orange Espresso Tonic,New York Metro,In-store,new-york-metro-8,71,83,0.695,4560,27132,0.604,0.219,0.199,0.221,5893,275693,0.0838,Morning commuter,5.06,0.076,35
447,2025-09-29,Vanilla Cream Cold Brew,California,In-store,california-3,217,71,0.465,14416,85775.2,0.615,0.275,0.135,0.142,42749,692447,0.0921,Warm-weather commuter,1.12,0.058,52
448,2025-11-17,Blood Orange Espresso Tonic,Pacific Northwest,Drive-thru,pacific-northwest-1,148,59,0.35,7517,44726.15,0.75,0.202,0.21,0.137,16428,176268,0.0545,Gen Z afternoon,2.53,0.03,42
449,2025-09-22,Vanilla Cream Cold Brew,Florida,In-store,florida-6,101,77,0.538,7676,45672.2,0.762,0.279,0.165,0.23,13534,263812,0.0901,Seasonal trial seeker,2.5,0.073,49
450,2025-12-22,Spiced Mocha Cold Brew,West,In-store,west-5,142,71,0.489,12605,74999.75,0.663,0.232,0.109,0.182,28968,309134,0.0862,Morning commuter,2.03,0.018,50
451,2025-12-01,Spiced Mocha Cold Brew,California,In-store,california-5,81,93,0.883,8362,49753.9,0.704,0.285,0.123,0.185,24138,77436,0.0752,Warm-weather commuter,4.1,0.095,44
452,2025-06-30,Citrus Green Tea,Florida,Drive-thru,florida-1,92,85,0.672,5218,31047.1,0.722,0.247,0.101,0.066,15180,382444,0.0635,Rewards power user,3.03,0.007,47
453,2026-02-02,Citrus Green Tea,Florida,Delivery,florida-4,205,81,0.635,13407,79771.65,0.706,0.223,0.222,0.093,51455,622585,0.0663,Morning commuter,5.46,0.086,36
454,2025-08-04,Spiced Mocha Cold Brew,California,RTD Retail,california-7,57,79,0.548,3346,15023.54,0.719,0.279,0.162,0.099,18183,182514,0.0877,Gen Z afternoon,2.54,0.02,46
455,2026-01-05,Citrus Green Tea,Texas,In-store,texas-3,95,83,0.667,6399,38074.05,0.702,0.219,0.168,0.236,13775,361475,0.0803,Gen Z afternoon,4.9,0.093,35
456,2025-06-16,Blood Orange Espresso Tonic,West,RTD Retail,west-6,96,86,0.813,7190,32283.1,0.628,0.229,0.182,0.101,9504,351360,0.0903,Rewards power user,4.89,0.077,49
457,2025-07-07,Citrus Green Tea,West,In-store,west-4,214,86,0.793,18248,108575.6,0.716,0.224,0.136,0.244,47722,292966,0.0773,Seasonal trial seeker,5.66,0.1,48
458,2025-10-13,Vanilla Cream Cold Brew,New York Metro,In-store,new-york-metro-2,205,64,0.35,9941,59148.95,0.635,0.218,0.177,0.113,64780,760755,0.063,Gen Z afternoon,2.46,0.083,55
459,2025-08-18,Iced Ube Coconut Macchiato,Florida,Delivery,florida-7,82,76,0.593,5135,30553.25,0.748,0.252,0.114,0.102,10742,320210,0.0699,Morning commuter,1.19,0.058,53
460,2025-11-24,Summer Berry Refresher,Southeast,Drive-thru,southeast-3,177,81,0.623,10441,62123.95,0.76,0.253,0.106,0.13,50976,400551,0.0651,Warm-weather commuter,3.67,0.019,51
461,2025-12-29,Blood Orange Espresso Tonic,South,Drive-thru,south-4,99,88,0.848,7546,44898.7,0.617,0.256,0.125,0.197,17127,205425,0.0658,Morning commuter,3.64,0.057,54
462,2026-01-05,Cinder Orange Cold Brew Sim,South,RTD Retail,south-3,43,70,0.454,2452,11009.48,0.686,0.273,0.136,0.255,7396,175354,0.0901,Morning commuter,3.38,0.078,55
463,2025-11-17,Blood Orange Espresso Tonic,Midwest,Drive-thru,midwest-4,200,76,0.497,10723,63801.85,0.675,0.23,0.23,0.154,16600,512800,0.0607,Seasonal trial seeker,2.92,0.09,46
464,2026-01-12,Iced Ube Coconut Macchiato,Florida,RTD Retail,florida-4,208,56,0.35,5721,25687.29,0.754,0.161,0.07,0.18,60112,474656,0.0637,Cold coffee loyalist,1.59,0.015,49
465,2025-07-14,Summer Berry Refresher,South,RTD Retail,south-6,123,71,0.467,4444,19953.56,0.774,0.2,0.223,0.18,20787,378963,0.0802,Warm-weather commuter,4.84,0.106,40
466,2026-01-05,Spiced Mocha Cold Brew,South,RTD Retail,south-8,200,62,0.35,9511,42704.39,0.765,0.243,0.06,0.249,51200,838600,0.0822,Rewards power user,2.84,0.059,50
467,2026-02-02,Iced Ube Coconut Macchiato,Florida,RTD Retail,florida-3,62,77,0.62,2817,12648.33,0.676,0.22,0.2,0.175,6138,66650,0.06,Cold coffee loyalist,3.34,0.035,41
468,2026-01-05,Vanilla Cream Cold Brew,Florida,In-store,florida-3,202,82,0.697,14819,88173.05,0.628,0.308,0.191,0.281,24240,786588,0.0774,Warm-weather commuter,3.98,0.08,54
469,2025-06-09,Iced Ube Coconut Macchiato,Florida,Drive-thru,florida-1,76,83,0.758,5930,35283.5,0.653,0.241,0.161,0.213,24092,281808,0.0853,Gen Z afternoon,1.98,0.011,56
470,2025-11-17,Spiced Mocha Cold Brew,Texas,Mobile Order,texas-6,43,94,0.838,5427,32290.65,0.7,0.312,0.108,0.144,13588,123969,0.095,Cold coffee loyalist,3.71,0.066,60
471,2025-06-02,Pineapple Passionfruit Refresher,Texas,RTD Retail,texas-7,66,63,0.35,2516,11296.84,0.752,0.206,0.102,0.11,9768,103224,0.0735,Seasonal trial seeker,1.71,0.039,51
472,2025-09-08,Spiced Mocha Cold Brew,West,Delivery,west-1,130,56,0.35,7593,45178.35,0.678,0.262,0.128,0.301,12220,276510,0.0667,Rewards power user,4.51,0.088,50
473,2026-01-26,Spiced Mocha Cold Brew,Midwest,Delivery,midwest-7,185,85,0.712,13353,79450.35,0.659,0.274,0.225,0.109,40885,229400,0.0852,Rewards power user,3.61,0.059,44
474,2025-08-04,Citrus Green Tea,Florida,Mobile Order,florida-7,193,65,0.413,10434,62082.3,0.77,0.169,0.228,0.059,47671,193579,0.0463,Warm-weather commuter,4.51,0.08,35
475,2025-12-22,Vanilla Cream Cold Brew,West,In-store,west-5,119,75,0.511,7148,42530.6,0.787,0.265,0.111,0.132,21063,250852,0.0948,Cold coffee loyalist,4.82,0.092,46
476,2025-05-12,Spiced Mocha Cold Brew,Northeast,Drive-thru,northeast-5,73,93,0.808,8012,47671.4,0.63,0.325,0.232,0.165,21024,131619,0.0817,Gen Z afternoon,2.6,0.046,60
477,2025-12-29,Cinder Orange Cold Brew Sim,West,RTD Retail,west-2,113,68,0.443,7812,35075.88,0.775,0.272,0.11,0.19,32431,344198,0.0791,Seasonal trial seeker,2.69,0.071,52
478,2025-12-29,Cinder Orange Cold Brew Sim,Northeast,Delivery,northeast-4,95,78,0.539,8065,47986.75,0.624,0.278,0.062,0.235,10355,252605,0.092,Rewards power user,4.83,0.052,49
479,2026-01-05,Blood Orange Espresso Tonic,Northeast,Mobile Order,northeast-5,160,56,0.35,8091,48141.45,0.704,0.17,0.165,0.278,43520,210880,0.0719,Morning commuter,2.1,0.09,47
480,2025-12-15,Blood Orange Espresso Tonic,South,Delivery,south-4,85,87,0.706,5960,35462,0.68,0.267,0.202,0.163,8245,219130,0.0867,Morning commuter,4.3,0.122,48
481,2025-10-27,Cinder Orange Cold Brew Sim,Pacific Northwest,Drive-thru,pacific-northwest-5,154,69,0.422,10708,63712.6,0.638,0.27,0.21,0.1,12782,405174,0.0952,Cold coffee loyalist,3.32,0.008,46
482,2025-09-22,Summer Berry Refresher,Texas,In-store,texas-6,140,86,0.763,7511,44690.45,0.607,0.23,0.079,0.174,37520,288680,0.0768,Gen Z afternoon,3.5,0.015,44
483,2025-09-01,Pineapple Passionfruit Refresher,California,Drive-thru,california-7,212,58,0.35,8979,53425.05,0.776,0.175,0.233,0.222,53424,386264,0.0584,Morning commuter,1.29,0.012,47
484,2025-09-22,Cinder Orange Cold Brew Sim,Northeast,In-store,northeast-6,170,65,0.35,12820,76279,0.784,0.26,0.203,0.203,50490,552330,0.0642,Cold coffee loyalist,4.16,0.04,50
485,2025-12-08,Citrus Green Tea,Northeast,In-store,northeast-7,61,58,0.35,2744,16326.8,0.606,0.208,0.226,0.213,12932,105408,0.0704,Warm-weather commuter,2.61,0.085,51
486,2025-07-14,Blood Orange Espresso Tonic,Pacific Northwest,RTD Retail,pacific-northwest-1,65,90,0.828,4146,18615.54,0.577,0.281,0.088,0.196,5590,60060,0.0886,Seasonal trial seeker,4.06,0.099,44
487,2025-12-08,Vanilla Cream Cold Brew,Northeast,RTD Retail,northeast-5,196,70,0.449,11760,52802.4,0.623,0.273,0.208,0.286,50568,297136,0.0831,Morning commuter,4.89,0.083,43
488,2025-05-19,Cinder Orange Cold Brew Sim,West,RTD Retail,west-1,177,78,0.562,15598,70035.02,0.645,0.279,0.188,0.176,24072,202665,0.0791,Warm-weather commuter,2.88,0.042,51
489,2025-12-08,Pineapple Passionfruit Refresher,West,RTD Retail,west-2,96,67,0.448,3742,16801.58,0.636,0.227,0.167,0.074,10656,385248,0.06,Morning commuter,1.41,0.064,55
490,2025-09-15,Pineapple Passionfruit Refresher,California,RTD Retail,california-4,55,77,0.524,2463,11058.87,0.613,0.231,0.132,0.109,4730,226435,0.0854,Gen Z afternoon,2.76,0.026,43
491,2025-07-14,Pineapple Passionfruit Refresher,West,In-store,west-6,56,60,0.35,1846,10983.7,0.752,0.197,0.22,0.054,8736,65688,0.0822,Rewards power user,1.87,0.028,50
492,2025-12-29,Cinder Orange Cold Brew Sim,Florida,In-store,florida-8,71,60,0.35,4996,29726.2,0.685,0.244,0.203,0.31,18034,261422,0.0736,Morning commuter,5.68,0.054,41
493,2025-07-07,Iced Ube Coconut Macchiato,Pacific Northwest,Mobile Order,pacific-northwest-2,129,85,0.786,8821,52484.95,0.796,0.248,0.229,0.227,12900,511356,0.0819,Morning commuter,4.69,0.073,53
494,2025-05-19,Cinder Orange Cold Brew Sim,Southeast,Mobile Order,southeast-1,52,80,0.597,3948,23490.6,0.62,0.265,0.231,0.114,9724,186004,0.0963,Morning commuter,4.44,0.09,45
495,2025-06-23,Blood Orange Espresso Tonic,Pacific Northwest,Drive-thru,pacific-northwest-6,49,82,0.735,2747,16344.65,0.718,0.238,0.207,0.253,15190,200753,0.0619,Morning commuter,3.37,0.016,41
496,2025-11-03,Blood Orange Espresso Tonic,Florida,RTD Retail,florida-3,217,82,0.615,11214,50350.86,0.721,0.232,0.075,0.189,21483,834799,0.0892,Morning commuter,1.76,0.079,57
497,2025-06-30,Pineapple Passionfruit Refresher,South,Mobile Order,south-7,202,76,0.615,12693,75523.35,0.688,0.213,0.176,0.268,37774,556106,0.0537,Warm-weather commuter,1.37,0.047,41
498,2025-07-21,Vanilla Cream Cold Brew,New York Metro,RTD Retail,new-york-metro-3,170,92,0.791,11634,52236.66,0.659,0.281,0.119,0.257,48110,472090,0.071,Rewards power user,1.32,0.04,49
499,2025-11-03,Iced Ube Coconut Macchiato,Florida,Mobile Order,florida-7,157,82,0.647,14973,89089.35,0.672,0.257,0.195,0.188,24335,311645,0.066,Gen Z afternoon,1.7,0.085,53
500,2025-06-30,Pineapple Passionfruit Refresher,New York Metro,In-store,new-york-metro-6,52,81,0.728,2520,14994,0.615,0.263,0.154,0.112,14976,152412,0.0797,Morning commuter,1.29,0.057,49
501,2025-06-09,Citrus Green Tea,Pacific Northwest,RTD Retail,pacific-northwest-3,182,78,0.561,10369,46556.81,0.701,0.221,0.152,0.092,18928,299026,0.0623,Gen Z afternoon,3.96,0.039,37
502,2025-08-04,Vanilla Cream Cold Brew,Florida,Mobile Order,florida-7,36,74,0.559,2351,13988.45,0.662,0.26,0.104,0.178,6192,56952,0.0923,Morning commuter,2.19,0.009,44
503,2025-05-26,Iced Ube Coconut Macchiato,South,Drive-thru,south-5,37,88,0.765,2204,13113.8,0.64,0.229,0.133,0.098,8029,112369,0.0615,Gen Z afternoon,4.18,0.107,38
504,2025-12-15,Blood Orange Espresso Tonic,New York Metro,In-store,new-york-metro-3,124,86,0.673,6779,40335.05,0.626,0.263,0.166,0.103,33728,406224,0.0889,Gen Z afternoon,5.67,0.056,47
505,2025-06-16,Citrus Green Tea,Southeast,In-store,southeast-3,149,90,0.827,11874,70650.3,0.66,0.285,0.101,0.154,22648,317072,0.0716,Morning commuter,3.81,0.026,43
506,2026-02-02,Cinder Orange Cold Brew Sim,Northeast,RTD Retail,northeast-4,186,88,0.846,19397,87092.53,0.712,0.302,0.097,0.095,23994,219852,0.0696,Gen Z afternoon,5.18,0.092,55
507,2025-12-08,Spiced Mocha Cold Brew,California,In-store,california-6,101,76,0.541,7406,44065.7,0.79,0.274,0.231,0.187,16665,170084,0.097,Warm-weather commuter,4.2,0.053,41
508,2025-09-01,Citrus Green Tea,California,Delivery,california-5,38,60,0.35,1737,10335.15,0.732,0.167,0.224,0.122,7372,139878,0.0534,Cold coffee loyalist,3.53,0.017,36
509,2025-10-13,Iced Ube Coconut Macchiato,Midwest,Delivery,midwest-1,81,91,0.889,3651,21723.45,0.686,0.286,0.209,0.118,7614,150336,0.081,Rewards power user,2.36,0.032,51
510,2025-06-02,Blood Orange Espresso Tonic,New York Metro,Mobile Order,new-york-metro-4,42,92,0.839,3395,20200.25,0.561,0.274,0.109,0.175,7014,55524,0.093,Cold coffee loyalist,4.78,0.11,43
511,2025-05-05,Vanilla Cream Cold Brew,Southeast,Mobile Order,southeast-4,50,73,0.517,3369,20045.55,0.768,0.284,0.193,0.164,10300,98000,0.075,Gen Z afternoon,1.85,0.044,61
512,2025-11-24,Blood Orange Espresso Tonic,California,Drive-thru,california-7,178,85,0.677,12746,75838.7,0.665,0.214,0.172,0.14,23496,195800,0.0617,Morning commuter,5.53,0.043,40
513,2025-06-30,Iced Ube Coconut Macchiato,Northeast,In-store,northeast-4,133,91,0.882,9649,57411.55,0.667,0.25,0.238,0.21,38038,471751,0.0663,Warm-weather commuter,2.23,0.024,54
514,2026-01-19,Summer Berry Refresher,Southeast,Mobile Order,southeast-3,200,69,0.4,8092,48147.4,0.681,0.196,0.21,0.166,40000,353400,0.0567,Rewards power user,1.97,0.047,51
515,2025-11-10,Vanilla Cream Cold Brew,West,In-store,west-5,152,71,0.436,9849,58601.55,0.763,0.266,0.141,0.238,36784,563160,0.07,Warm-weather commuter,3.55,0.027,49
516,2025-06-23,Spiced Mocha Cold Brew,Midwest,RTD Retail,midwest-1,104,70,0.46,5622,25242.78,0.749,0.276,0.066,0.136,21632,136344,0.0932,Rewards power user,2.04,0.021,60
517,2025-12-29,Cinder Orange Cold Brew Sim,Texas,Drive-thru,texas-6,64,90,0.805,6987,41572.65,0.646,0.293,0.206,0.201,16000,111680,0.0721,Rewards power user,2.74,0.046,45
518,2025-09-01,Vanilla Cream Cold Brew,Southeast,In-store,southeast-2,111,62,0.35,6376,37937.2,0.612,0.244,0.158,0.223,27306,226329,0.0592,Warm-weather commuter,1.86,0.029,51
519,2025-11-17,Vanilla Cream Cold Brew,Pacific Northwest,Drive-thru,pacific-northwest-6,77,90,0.873,9169,54555.55,0.745,0.339,0.111,0.299,6545,200585,0.1063,Cold coffee loyalist,3.98,0.038,57
